Thumbnail,Rating,Year,Summary,Title,MovieId 
,5.7,1996,"    Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.Written byJason Ihle <jrihl@conncoll.edu> ",Alaska (1996),808
,5.3,1996,"    Dodge is a computer hacker serving a prison term; Piper is a tough guy. They end up chained together, and flee during a chain-gang escape attempt that goes bad. An adventure plot ensues, involving a missing floppy disk, an attractive woman that assists them, a sinister Federal marshal, an honest cop, and the Cuban mafia.Written byMichael C. Berch <mcb@postmodern.com> ",Fled (1996),809
"https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",2.9,1996,"    Being a lone young boy in the 'hood"" is dangerous and unpleasant. This is what Max experiences when he fools a gang of local toughs who cornered him at school. The gang finds out that the key he gave them is of no value in committing a robbery, and they chase him through the streets of his neighborhood, bent on revenge. He tries to escape by slipping into the open door of an old warehouse, but they follow him there, too. While running from them through aisles filled with all kinds of stuff, he bumps into an old boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years. In order to stay free, Kazaam must give Max three wishes.Written byAnonymous ",Kazaam (1996),810
,5.6,1996,"    Motovational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of a elephant that was his father's pride and joy in circus acts. His main intention is to sell the pacaderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.Written byPat McCurry <ccgrad97@aol.com> ",Larger Than Life (1996),813
,5.7,1996,"    A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.Written byAnonymous ","Very Brady Sequel, A (1996)",818
,7.0,1993,"    Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without light, social contacts and education for more than ten years. As teenager he came to public again. First he had to learn a language and other basic skills. Before Kaspar Hauser, meanwhile well educated, found out his real idendity, he was killed.Written byAnonymous ",Kaspar Hauser (1993),824
"https://m.media-amazon.com/images/M/MV5BZjc2MTg0M2UtZmIxZS00ZGRmLTg1ZDMtMzdjMTVjZGE2NTI0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.3,1996,"    One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.Written byPeter Huiskes <huiskes@westbrabant.net> ","Adventures of Pinocchio, The (1996)",828
,5.4,1996,"    Joe comes from Iowa to New York and, being short of money, wants to find an apartment with very low rent. His quest is successful, but he must share the residence with some 50,000 cockroaches. The insects turn out to be Joe's best friends.Written byDragan Antulov <dragan.antulov@altbbs.fido.hr> ",Joe's Apartment (1996),829
"https://m.media-amazon.com/images/M/MV5BMzAwZTA3Y2UtMWVlMi00ZmNiLTkzZjAtYjA2YzBhMGMyYzQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.3,1996,"    After years of helping their hubbies climb the ladder of success, three wives have been dumped for newer, curvier models. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet! Sit back and watch the sparks fly as The Wives get mad, get even and get it all. Justice has seldom been so sweet. Or so much fun.Written byAnonymous ","First Wives Club, The (1996)",830
"https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR10,0,182,268_AL__QL50.jpg",6.6,1996,"    Tom Mullen is a millionaire, he built his fortune by working hard. Along the way he learned how to play the game. He has a great family. One day his son is kidnapped. He is willing to pay the ransom but decides to call in the FBI, who manages to go into his home secretly. When he goes to make the drop something goes wrong. The kidnapper calls him again and reschedules it. On the way Mullen decides not to go and appears on TV saying that the ransom he was going to give to the kidnapper is now a bounty on the kidnapper.Written byrcs0411@yahoo.com ",Ransom (1996),832
"https://m.media-amazon.com/images/M/MV5BMmQ4NzE5ZDItMzFjYi00MTU5LTliYjAtYzRjZDI4ZjQ4NzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.5,1996,"    Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",High School High (1996),833
,6.2,1996,    The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.Written byJosh Pasnak <chainsaw@intouch.bc.ca> ,Foxfire (1996),835
"https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.6,1996,"    Eddie Kasalivich, an undergraduate at the University of Chicago, works as a technician for a scientific team that discovers an alternative, low-cost, pollution-free fuel source. Eddie and Lilly were involved in the research that was done at this first lab. The first lab was sabotaged and it exploded. One of the chief scientists is murdered during the attack and the sabotage of the lab, Eddie and physicist Lily Sinclair are framed for it and have to flee for their lives, with the FBI, CIA and other involved parties in close pursuit. Paul Shannon, Eddies mentor, is the director of a secret CIA contractor which - unknown to Eddie - has commercial interests in the lab equipment. Eddie and Lily flee police, FBI and CIA secret contractors but Lily winds getting captured and is driven to the underground experimental lab. Eddie follows Lily to this not yet fully working lab and quickly gets it working since it needed two different frequencies for the energy to get produced and Eddie has kept ...Written byThe Ramp Runner ",Chain Reaction (1996),836
"https://m.media-amazon.com/images/M/MV5BZTA4MmI5YzgtOTU1Yy00NGVjLTgyMGQtNjNlMDY2YWVlZmYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.9,1996,"    Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, Matilda is misunderstood by her family because she is very different from their ways of life. As time passes, Matilda finally starts school that has a kindly teacher, loyal friends and a sadistic principal. As she gets fed up with the constant cruelty, Matilda begins to realize that she has a gift of telekinetic powers. After some days of practice, Matilda suddenly turns the tables to stand up to her parents and outwit the principal.Written byBlazer346 ",Matilda (1996),837
"https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",6.7,1996,"    Emma Woodhouse is a congenial young lady who delights in meddling in other people's affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.Written byPhilip Brubaker <coda@nando.net> ",Emma (1996),838
"https://m.media-amazon.com/images/M/MV5BYWNmZDU4MmYtYzE3NS00MjJiLTkxYjItMWJmNTUyYjMxZDY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",4.6,1996,"    Some time ago, Ashe Corven and his son Danny were killed when they stumbled across a pack of drug dealers murdering a fellow dealer. The dealers work for Los Angeles drug kingpin Judah Earl. Local tattoo artist Sarah, who has great knowledge of the crow legend because of what happened with her late friend Eric Draven, has been having dreams about Ashe and Danny. One night when a crow leads her to the scene of the murders of Ashe and Danny, Ashe appears before her. The crow has resurrected Ashe, so Ashe can go after Judah and his right hand man Curve. With the guidance of the crow, Ashe starts killing off Judah's men one by one, on his way to Judah.Written byTodd Baldridge ","Crow: City of Angels, The (1996)",839
,5.8,1996,"    High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems. Their schoolfriends also decide to do the same with their parents to solve their respective problems.Written byAnonymous ",House Arrest (1996),840
"https://m.media-amazon.com/images/M/MV5BMWZmMDIwMjAtMDc3MC00YTAxLWIyNWQtYzljNTQzYTIyYWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.3,1996,    The old bag of bones 'Cryptkeeper' returns for his second full length feature flick about a funeral home that's a front for a whorehouse run by vampires.Written byHumberto Amador ,Tales from the Crypt Presents: Bordello of Blood (1996),842
"https://m.media-amazon.com/images/M/MV5BMjE5NjU2NjgyM15BMl5BanBnXkFtZTcwMTgzNjUyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.9,1996,"    Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.Written byErich Boleyn <erich@uruk.org> ","Spitfire Grill, The (1996)",848
"https://m.media-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.7,1996,"    The year is 2013 and Snake Plissken is back but this time it's L.A., which through the agency of earthquakes has become an island of the damned. But something has gone wrong in this new moral order, because the President's daughter has absconded to L.A. with a detonation device, and Snake is commandeered to retrieve it. But just below the surface there is a coiled Snake ready to strike.Written byAnthony Pereyra {hypersonic91@yahoo.com} ",Escape from L.A. (1996),849
"https://m.media-amazon.com/images/M/MV5BMTk3NTk3MzU5N15BMl5BanBnXkFtZTgwNjIwMDcyMTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.9,1996,"    Basquiat tells the story of the meteoric rise of youthful artist Jean Michel Basquiat. Starting out as a street artist, living in Thompkins Square Park in a cardboard box, Basquiat becomes a star and a part of Andy Warhol's art world circle. But success has a price, and Basquiat pays with friendships, love, and eventually, his life.Written byMartin Lewison <lewison+@pitt.edu> ",Basquiat (1996),851
"https://m.media-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR6,0,182,268_AL__QL50.jpg",6.3,1996,"    Roy 'Tin cup' McAvoy, a failed pro golfer who lives at the run-down driving range which he manages with his sidekick and caddy Romeo in the West Texas tin pot town of Salome, ends up signing over ownership to a madam of 'show girls' to pay off debts. His foxy novice golf pupil, female psychiatrist Dr. Molly Griswold, turns out to be the new girlfriend of McAvoy's sarcastic one-time college golf partner, slick PGA superstar David Simms, who drops by to play into Roy's fatal flaw: the inability to resist a dare, all too often causing him to lose against lesser players, in this case gambling away his car. Falling for Molly, Roy decides to become her patient; in order to earn her respect, he decides to try to qualify for the US Open, after starting off as Simm's caddy 'for the benefit of his experience'. His talent proves more then adequate, but over-confident negligence of risks, while pleasing the crowds, is murder on his scores, while Simms spits on the fans but never wastes a point...Written byKGF Vissers ",Tin Cup (1996),852
"https://m.media-amazon.com/images/M/MV5BZDBmYTZhZWEtYjY4OC00NDBmLWJhY2UtYzFkZWRkMGEzOTQ3XkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.9,1992,"    A Hong Kong police officer, Ka Kui is sent undercover to mainland China to break up a drug smuggling ring. After breaking the brother of the drug lord out of prison, he and another agent (a beautiful communist policewoman) are taken to Hong Kong to work for the syndicate. The wife of the crime boss has been arrested in Malaysia for drug trafficking and is soon to be executed. However, she is the only person who knows the account number of a secret Swiss bank account containing millions in drug money. While the two officers are in Malaysia preparing for the jail break, Ka Kui accidentally runs into his girlfriend May, who has traveled there from Hong Kong. Soon his cover is blown, the criminals kidnap his girlfriend and he is forced to help them pull off the jail break.Written byYO <pgc@maxwell.ee.washington.edu> ",Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),861
"https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.4,1996,"    Corky, a lesbian ex con hired to work in an apartment as a plumber, meets neighbors Caesar, who launders money for the Mafia, and his girlfriend Violet. The two women have a love affair and decide to steal $2,000,000 that Caesar has in custody before he gives them back to Mafia boss Gino Marzone. Caesar is set up by the two scheming women as a scapegoat but things start to go wrong when he reacts in an unexpected way...Written byGiancarlo Cairella <vertigo@imdb.com> ",Bound (1996),866
"https://m.media-amazon.com/images/M/MV5BYjQ4ZDI4M2UtNmY4OS00YjgxLWFkMjMtZDgzMjg3NThkMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",4.9,1996,"    A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.Written byJohn Sacksteder <jsackste@bellsouth.net> ",Carpool (1996),867
"https://m.media-amazon.com/images/M/MV5BODE1ZjIwMjYtMmFhMC00NGZiLTgxNmUtYTVmYTg1MDg2NDBkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",6.3,1996,"    Robert Altman's jazz-scored film explores themes of love, crime, race, and politics in 1930s Kansas City. When Blondie O'Hara's husband, a petty thief, is captured by Seldom Seen and held at the Hey Hey Club, she launches a desperate plan to release him. She kidnaps the wife of a powerful local politician in an attempt to blackmail him into using his connections to free Johnny. Despite this being election time, he risks exposure by putting the political machine into action to free Johnny and thereby save his wife. Mrs. Stilton, meanwhile, has befriended Blondie and is impressed by her love and devotion to Johnny, especially in contrast to her own loveless marriage.Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",Kansas City (1996),869
,4.7,1997,"    Two working-class buddies, Joe and Gus, win a contest and get a free fishing trip. When they arrive, everything goes wrong - hurricanes, stolen car, blow-ups and other catastrophes follow them.Written byAnonymous ",Gone Fishin' (1997),870
,6.1,1994,"    A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",Nothing to Lose (1994),875
"https://m.media-amazon.com/images/M/MV5BZWYxMDZiZTYtODU0OS00N2VkLTljM2QtNTczODg3YjY0ODk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.2,1993,"    As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.",Supercop 2 (Project S) (Chao ji ji hua) (1993),876
"https://m.media-amazon.com/images/M/MV5BNzk1NjU5ODYtODI1Yy00Y2EwLTg0Y2QtZDJhMGU5OTM2NWYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.7,1997,"    A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself. Investigating the murders is Lt. Vincent D'Agosta who enlists the help of Dr. Margo Green at the museum - she has taken an interest in the contents of her colleague's crates. Unknown to both there is a large creature roaming the museum which is gearing itself up for a benefit reception which the city's mayor is to attend.Written byRob Hartill ","Relic, The (1997)",879
"https://m.media-amazon.com/images/M/MV5BYjQxNmM5ODItMGM3Yi00N2VlLTkwNTEtNDZkNzUyYzA3MmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",4.5,1996,"    Set in the year 2010, Dr. Moreau has successfully combined human and animal DNA to make a crossbreed animal. Well, as usual, something goes wrong and David Thewlis must try to stop it before it is too late. Originally rated R, but cut by Frankenheimer to allow ""a wider audience"".Written byKale Whorton <nikko11@mind.net> ","Island of Dr. Moreau, The (1996)",880
"https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.2,1996,"    Luke Davenport is the thirteen-year-old son of Paul Davenport, the President of the United States, and first lady Linda Davenport. Ill tempered Agent Woods is the secret service agent in charge of Luke. Woods is fired after mistreating Luke in front of the press. Woods is then replaced by former boxer Sam Simms, who won a boxing title in 1977. Sam is eager to take the job - even though no one else wants it. Everyone thinks that Luke is just a brat when the only thing Luke wants is to just fit in and be like every other kid at his school, the Georgetown Academy. Sam almost gets fired when Luke gets decked at school by school bully Rob MacArthur. This is when Sam decides to use his boxing expertise to teach Luke how to fight. Luke has his eyes on class-mate Katie Warren, but so does Rob. Katie agrees to go with Luke to an upcoming school dance, so Sam teaches Luke how to dance. Rob is also at the dance, but this time when Rob tries to deck Luke, Luke turns the tables and decks Rob. Sam ...Written byTodd Baldridge <sandib@eastky.com> ",First Kid (1996),881
"https://m.media-amazon.com/images/M/MV5BNmI5MDAzZjUtMmFlMS00ZmM0LTllYTQtOTQ2YjExMWNlMTU1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.7,1996,"    How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. When rumors of looting spread through the neighborhood, the two men buy a shotgun for protection but Annie throws it in the pool. Later, that same night, Joe hears a prowler downstairs and awakens Matthew. They chase the stranger from the house and out into the street where a neighbor shoots him to death. No longer safe in their own home, they decide to drive to Annie's parents some 500 miles away. Before they reach their destination, more trouble comes their way when they stop to siphon gas from an abandoned car and discover the driver in the back seat... Is this what is meant by ""man's inhumanity to man?""Written byMark Fleetwood <mfleetwo@mail.coin.missouri.edu> ","Trigger Effect, The (1996)",882
"https://m.media-amazon.com/images/M/MV5BZjNiZGU4MWEtZDc1Ni00ODdjLWEyNTMtNmNiMTQwYTc2YjdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.3,1996,"    Seven year-old Albert is the son of a Las Vegas circus performer. When she is killed in a car wreck, Albert is sent to live with his mother's foster sister, Harriet Franklin, a no-nonsense businesswoman struggling in New Jersey. Albert hates it with the dour Harriet, but takes refuge in the company of Bogus, a flamboyant, gentle, loving, and altogether imaginary Frenchman. With Bogus's help, Albert can perhaps come to terms with his mother's death, and Harriet with her own loss of childhood innocence.Written byJim Beaver <jumblejim@prodigy.net> ",Bogus (1996),885
,5.8,1996,"    An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.Written byAnthony Pereyra <hypersonic91@yahoo.com> ",Bulletproof (1996),886
"https://m.media-amazon.com/images/M/MV5BMTI1OTU3NjkwMl5BMl5BanBnXkFtZTYwOTU2MDg5._V1_UY268_CR3,0,182,268_AL__QL50.jpg",5.7,1995,    When a meteorite had trapped all their water supply Littlefield and the team (which is the young crew) set out to find a new source of water in which this forces them to leave their home and are being confronted by a gang of mean dinosaurs will they ever work together?Written byMarah durman. ,Land Before Time III: The Time of the Great Giving (1995),888
"https://m.media-amazon.com/images/M/MV5BM2UxYTEwZWUtZTNkMC00NGU1LWE1MTctZmM0ZTdlOGRjODk5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",7.3,1996,"    Brother and sister Viola and Sebastian, who are not only very close but look a great deal alike, are in a shipwreck, and both think the other dead. When she lands in a foreign country, Viola dresses as her brother and adopts the name Cesario, becoming a trusted friend and confidante to the Count Orsino. Orsino is madly in love with the lady Olivia, who is in mourning due to her brother's recent death, which she uses as an excuse to avoid seeing the count, whom she does not love. He sends Cesario to do his wooing, and Olivia falls in love with the disguised maiden. Things get more complicated in this bittersweet Shakespeare comedy when a moronic nobleman, Sir Andrew Aguecheek, and a self-important servant, Malvolio, get caught up in the schemes of Olivia's uncle, the obese, alcoholic Sir Toby, who leads each to believe Olivia loves him. As well, Sebastian surfaces in the area, and of course there is Feste, the wise fool, around to keep everything in perspective and to marvel, like we ...Written byGary Dickerson <slug@mail.utexas.edu> ",Twelfth Night (1996),892
"https://m.media-amazon.com/images/M/MV5BMDA0OGI4ODctMzRkOC00NzI0LWEyZmYtODU1NmM5MzYxOWYwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.2,1996,"    Howard W. Campbell, Jr., an American expatriate playwright, Nazi radio propagandist, and Allied spy, writes his memoirs during his pre-trial confinement in 1961 Haifa and learns that people are what they pretend to be.Written byErik Gregersen <erik@astro.as.utexas.edu> ",Mother Night (1996),893
"https://m.media-amazon.com/images/M/MV5BZjM5NmE1ZDEtNTFmNi00M2I4LWFiODUtZGJlMzIzZmZiMzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",7.5,1994,"    In a village in the Southwest of France, 1962. Maite and Francois are 18 years old. They are friends, not lovers. In Francois's classroom, there are Serge, whose brother has just married to try to escape from the war in Algeria, and Henri, a pied-noir (Algerian-born Frenchman). Francois and Serge will have a homosexual relationship, but Serge wants to marry his brother's wife...Written byYepok ",Wild Reeds (Les roseaux sauvages) (1994),896
,6.4,1996,"    This is the story of a young woman named Sita, who is engaged to a college professor. Rakesh, a spoilt rich brat comes across Sita one day and falls in love with her but Sita does not love him. In jealousy Rakesh gets Sita's fiancé murdered. In agony, Sita leaves the city and gets married to a rich old aged man and surrenders with the situations she has come across her life only to find out later that Rakesh is her husband's previous son from his previous marriage.Written bygavin@sunny_deol2009@yahoo.com ",For Whom the Bell Tolls (1943),897
,,1961,,"Philadelphia Story, The (1940)",898
,,2004,,"American in Paris, An (1951)",900
,,2000,    Two new tenants discover that breaking the Harmony House rules leads to bondage - the more rules one breaks the tighter the ties and the crueler the gags.,Rear Window (1954),904
,7.9,1988,"    Pee-wee Herman and pals are celebrating Christmas in the Playhouse in their own creative ways: Pee-wee makes a list for Santa Claus 1 1/2 miles long, teaches Little Richard how to ice skate, goes for a sleigh ride with Magic Johnson, commands Frankie Avalon and Annette Funicello to make Christmas cards, receives a long phone call from Dinah Shore, even has more musical fun with k.d. lang, the Del Rubio Triplettes and Charo! Finally, Big Red arrives and announces that Pee-wee's Christmas list was so big, he didn't have enough presents for all the children of the world. Will Pee-wee follow his own advice and help others?Written byDylan Self <robocoptng986127@aol.com> ","Gay Divorcee, The (1934)",907
,,1991,,Casablanca (1942),912
,,1987,,"Maltese Falcon, The (1941)",913
,,2005,,Sabrina (1954),915
,4.3,1989,,"Little Princess, The (1939)",917
,,1954,    A young rich guy because of bad companies becomes alcoholic and loses all his fortune in gambling and even loses his wife. He goes wandering the streets alone with his son. But in an accident he loses his son too and eventually becomes blind. But finally after many years he manages to find his son and they begin together a new life.Written byIbrahim ,Meet Me in St. Louis (1944),918
,,1914,"    The Bar Cross liar is a ragamuffin whom the entire Bar Cross ranch considers a disgrace to its outfit. The boys tell him with disgust, that he had better quit saving to buy the ranch and secure some decent duds to wear; that if he does not improve in appearance be cannot go to the Christmas ball. Time passes. It is by accident that one of the cowboys discovers that the ""liar"" has been using all his money to support an aged father and mother. When he carries this news back to the cowboys, who have damned the ""liar"" in every possible way, the boys are ashamed and the true generosity of the west is evidenced when they decide to make up to the ""kid."" They visit the boss and are assured that the boy will get his raise in salary. Then they chuck an able-bodied man out of his job and bring on the father and mother, giving the job to the father and explaining to the amazed family, who find the cottage completely furnished that ""Coffee,"" the aforesaid able-bodied man, did not stay to take the ...Written byMoving Picture World synopsis ","Wizard of Oz, The (1939)",919
,,1986,"    On a dare, a woman allows her friend to attempt a seduction of her boyfriend. Despite the boyfriend initially rejecting the temptress, she is determined to see him give in to her and continues her advances long after the bet is finished.Written byAnonymous ",Gone with the Wind (1939),920
,,2004,,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),922
,8.7,1993,,Citizen Kane (1941),923
,5.9,2005,"    Sara is a high-class girl overprotected by her hysteric mother. During a weekend, she goes to a pub called El Calentito wants meeting with Toni to lose her virginity, but Sara discovers Toni with other girl, and she drunks until being unconscious. At the next day, Sara wake up in the house of Leo and Carmen, two free-spirited low-class girls who are looking for a girl for her music punk band, Las Sioux, after that other girl, Chus, left the band. Since then Leo and Carmen have that same morning an interview with Ernesto, a music producer, they ask Sara helps them going with the two to the interview. Reluctant at the beginning, Sara finally accepts. When Sara meets Ernesto, she starts falling in love with him, thinking if he would the perfect man to lose his virginity. Discovering her own voice to sing, Sara accepts to be the new Sioux, hiding this fact to her family with the help of her best friend Marta, but in a party celebrated a few days later, all ruins: Carmen hook up with Marta...Written byChockys ",All About Eve (1950),926
,6.2,1953,"    Because of objections from their relatives, a young couple from different social classes cannot overcome these obstacles to their marriage. The young woman is destined to marry a man who belongs to her social class. However, when her engagement is broken off because she is in love with another man, her father ""pushes"" her to her death. Her beloved decides to follow suite, leaving a diary in which he narrates exactly what happened to the two lovers.Written byGreek Film Archive ","Women, The (1939)",927
,,1915,,Rebecca (1940),928
,6.8,2005,"    Two young men went on a ride with their old friend in his truck across the whole Mauritius, the sole purpose of it being finding and getting two girls to entertain them that very night back home.",Notorious (1946),930
,5.5,2003,"    Megha Timghure, a plain-looking middle-class girl, lives with her mom, Laxmi, and dad, who is employed as an an Income Tax Officer. Her desire is to become a model and a beauty queen. At a party, she is mis-introduced as Sarika Verma, and meets with two eligible young men, Rizwan, and Varun Arya. She expresses desire in becoming a model and is referred to Almera Kochar, who has a reputation of bringing out the best in every model, and making them beauty queens. Almera meets with Sarika, and accepts her as a student, and makes her sign a contract. What Sarika does not know that she has now become a pawn in a devious plot concocted to protect millions gained by black marketing.Written byrAjOo (gunwanti@hotmail.com) ",Spellbound (1945),931
,5.2,2004,,Father of the Bride (1950),934
,7.4,2005,,"Band Wagon, The (1953)",935
,,1989,"    Filmmaker Joe Marzano interviews his mother, Anita Marzano, who traces the family history from Sicily to America, from Manhattan to Brooklyn to Long Island, where the family restaurant, Cappy's, became a popular East Rockaway eatery during the years 1946 to 1976.Written byAnonymous ","Adventures of Robin Hood, The (1938)",940
,,2003,,Laura (1944),942
,,1956,,Top Hat (1935),945
,,1971,,My Man Godfrey (1936),947
